DIMENSION: 101
VEHICLE CAPACITY: 1000
NUMBER OF OCCASIONAL DRIVERS: 100

VERTEX_ID 	 VERTEX_X 	 VERTEX_Y 	 VERTEX_DEMAND 
0 	 35 	 35 	 0 	
1 	 41 	 49 	 10 	
2 	 35 	 17 	 7 	
3 	 55 	 45 	 13 	
4 	 55 	 20 	 19 	
5 	 15 	 30 	 26 	
6 	 25 	 30 	 3 	
7 	 20 	 50 	 5 	
8 	 10 	 43 	 9 	
9 	 55 	 60 	 16 	
10 	 30 	 60 	 16 	
11 	 20 	 65 	 12 	
12 	 50 	 35 	 19 	
13 	 30 	 25 	 23 	
14 	 15 	 10 	 20 	
15 	 30 	 5 	 8 	
16 	 10 	 20 	 19 	
17 	 5 	 30 	 2 	
18 	 20 	 40 	 12 	
19 	 15 	 60 	 17 	
20 	 45 	 65 	 9 	
21 	 45 	 20 	 11 	
22 	 45 	 10 	 18 	
23 	 55 	 5 	 29 	
24 	 65 	 35 	 3 	
25 	 65 	 20 	 6 	
26 	 45 	 30 	 17 	
27 	 35 	 40 	 16 	
28 	 41 	 37 	 16 	
29 	 64 	 42 	 9 	
30 	 40 	 60 	 21 	
31 	 31 	 52 	 27 	
32 	 35 	 69 	 23 	
33 	 53 	 52 	 11 	
34 	 65 	 55 	 14 	
35 	 63 	 65 	 8 	
36 	 2 	 60 	 5 	
37 	 20 	 20 	 8 	
38 	 5 	 5 	 16 	
39 	 60 	 12 	 31 	
40 	 40 	 25 	 9 	
41 	 42 	 7 	 5 	
42 	 24 	 12 	 5 	
43 	 23 	 3 	 7 	
44 	 11 	 14 	 18 	
45 	 6 	 38 	 16 	
46 	 2 	 48 	 1 	
47 	 8 	 56 	 27 	
48 	 13 	 52 	 36 	
49 	 6 	 68 	 30 	
50 	 47 	 47 	 13 	
51 	 49 	 58 	 10 	
52 	 27 	 43 	 9 	
53 	 37 	 31 	 14 	
54 	 57 	 29 	 18 	
55 	 63 	 23 	 2 	
56 	 53 	 12 	 6 	
57 	 32 	 12 	 7 	
58 	 36 	 26 	 18 	
59 	 21 	 24 	 28 	
60 	 17 	 34 	 3 	
61 	 12 	 24 	 13 	
62 	 24 	 58 	 19 	
63 	 27 	 69 	 10 	
64 	 15 	 77 	 9 	
65 	 62 	 77 	 20 	
