DIMENSION: 101
VEHICLE CAPACITY: 700
NUMBER OF OCCASIONAL DRIVERS: 100

VERTEX_ID 	 VERTEX_X 	 VERTEX_Y 	 VERTEX_DEMAND 
0 	 40 	 50 	 0 	
1 	 52 	 75 	 10 	
2 	 45 	 70 	 30 	
3 	 62 	 69 	 10 	
4 	 60 	 66 	 10 	
5 	 42 	 65 	 10 	
6 	 16 	 42 	 20 	
7 	 58 	 70 	 20 	
8 	 34 	 60 	 20 	
9 	 28 	 70 	 10 	
10 	 35 	 66 	 10 	
11 	 35 	 69 	 10 	
12 	 25 	 85 	 20 	
13 	 22 	 75 	 30 	
14 	 22 	 85 	 10 	
15 	 20 	 80 	 40 	
16 	 20 	 85 	 40 	
17 	 18 	 75 	 20 	
18 	 15 	 75 	 20 	
19 	 15 	 80 	 10 	
20 	 30 	 50 	 10 	
21 	 30 	 56 	 20 	
22 	 28 	 52 	 20 	
23 	 14 	 66 	 10 	
24 	 25 	 50 	 10 	
25 	 22 	 66 	 40 	
26 	 8 	 62 	 10 	
27 	 23 	 52 	 10 	
28 	 4 	 55 	 20 	
29 	 20 	 50 	 10 	
30 	 20 	 55 	 10 	
31 	 10 	 35 	 20 	
32 	 10 	 40 	 30 	
33 	 8 	 40 	 40 	
34 	 8 	 45 	 20 	
35 	 5 	 35 	 10 	
36 	 5 	 45 	 10 	
37 	 2 	 40 	 20 	
38 	 0 	 40 	 30 	
39 	 0 	 45 	 20 	
40 	 36 	 18 	 10 	
41 	 35 	 32 	 10 	
42 	 33 	 32 	 20 	
43 	 33 	 35 	 10 	
44 	 32 	 20 	 10 	
45 	 30 	 30 	 10 	
46 	 34 	 25 	 30 	
47 	 30 	 35 	 10 	
48 	 36 	 40 	 10 	
49 	 48 	 20 	 10 	
50 	 26 	 32 	 10 	
51 	 25 	 30 	 10 	
52 	 25 	 35 	 10 	
53 	 44 	 5 	 20 	
54 	 42 	 10 	 40 	
55 	 42 	 15 	 10 	
56 	 40 	 5 	 30 	
57 	 38 	 15 	 40 	
58 	 38 	 5 	 30 	
59 	 38 	 10 	 10 	
60 	 35 	 5 	 20 	
61 	 50 	 30 	 10 	
62 	 50 	 35 	 20 	
63 	 50 	 40 	 50 	
64 	 48 	 30 	 10 	
65 	 44 	 25 	 10 	
66 	 47 	 35 	 10 	
67 	 47 	 40 	 10 	
68 	 42 	 30 	 10 	
69 	 45 	 35 	 10 	
70 	 95 	 30 	 30 	
71 	 95 	 35 	 20 	
72 	 53 	 30 	 10 	
73 	 92 	 30 	 10 	
74 	 53 	 35 	 50 	
75 	 45 	 65 	 20 	
